SimulationTime 500
SimulationStepTime 50
Conductivity 25
Alfa 300
Tot 1200
InitialTemp 100
Density 7800
SpecificHeat 700
Nodes number 16
Elements number 9
      1,  0.100000001, 0.00499999989
      2, 0.0666666701, 0.00499999989
      3, 0.0333333351, 0.00499999989
      4,           0., 0.00499999989
      5,  0.100000001, -0.0283333343
      6, 0.0666666701, -0.0283333343
      7, 0.0333333351, -0.0283333343
      8,           0., -0.0283333343
      9,  0.100000001, -0.0616666675
     10, 0.0666666701, -0.0616666675
     11, 0.0333333351, -0.0616666675
     12,           0., -0.0616666675
     13,  0.100000001, -0.0949999988
     14, 0.0666666701, -0.0949999988
     15, 0.0333333351, -0.0949999988
     16,           0., -0.0949999988
