SimulationTime 500
SimulationStepTime 50
Conductivity 25
Alfa 300
Tot 1200
InitialTemp 100
Density 7800
SpecificHeat 700
Nodes number 16
Elements number 9
      1,  0.100000001, 0.00499999989
      2, 0.0546918176, 0.00499999989
      3, 0.0226540919, 0.00499999989
      4,           0., 0.00499999989
      5,  0.100000001, -0.0403081849
      6, 0.0623899326, -0.0326100662
      7, 0.0303522106, -0.0253522098
      8,           0., -0.0176540911
      9,  0.100000001, -0.072345905
     10,  0.069647789, -0.0646477863
     11, 0.0376100652, -0.0573899336
     12,           0., -0.0496918149
     13,  0.100000001, -0.0949999988
     14, 0.0773459077, -0.0949999988
     15, 0.0453081839, -0.0949999988
     16,           0., -0.0949999988
